CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Date,Time,PollutionLevel
0,0.138147567,0,0,0.286995516,0.910935738,0.531600179,4/17/2004,08.00.00,1
0,0.113029827,0,0,0.302690583,0.880496054,0.537875392,4/17/2004,09.00.00,0
0,0.144427002,0,0,0.32735426,0.844419391,0.553563424,4/17/2004,10.00.00,1
0,0.094191523,0,0,0.376681614,0.687711387,0.519946212,4/17/2004,11.00.00,0
0,0.078492936,0,0,0.421524664,0.564825254,0.482743165,4/17/2004,12.00.00,0
0,0.117739403,0,0,0.432735426,0.531003382,0.468399821,4/17/2004,13.00.00,0
0,0.06122449,0,0,0.432735426,0.525366404,0.461676378,4/17/2004,14.00.00,0
0,0.078492936,0,0,0.441704036,0.500563698,0.451815329,4/17/2004,15.00.00,0
0,0.08477237,0,0,0.432735426,0.515219842,0.455401165,4/17/2004,16.00.00,0
0,0.078492936,0,0,0.401345291,0.562570462,0.454504706,4/17/2004,17.00.00,0
0,0.086342229,0,0,0.378923767,0.599774521,0.456297624,4/17/2004,18.00.00,0
0,0.12244898,0,0,0.360986547,0.631341601,0.454952936,4/17/2004,19.00.00,1
0,0.128728414,0,0,0.369955157,0.595264938,0.441954281,4/17/2004,20.00.00,1
0,0.083202512,0,0,0.378923767,0.576099211,0.436575527,4/17/2004,21.00.00,0
0,0.124018838,0,0,0.381165919,0.572717024,0.437023756,4/17/2004,22.00.00,1
0,0.167974882,0,0,0.378923767,0.617812852,0.46884805,4/17/2004,23.00.00,1
0,0.108320251,0,0,0.365470852,0.644870349,0.470192739,4/18/2004,00.00.00,0
0,0.098901099,0,0,0.358744395,0.633596392,0.455401165,4/18/2004,01.00.00,0
0,0.087912088,0,0,0.349775785,0.678692221,0.476019722,4/18/2004,02.00.00,0
0,0.08477237,0,0,0.32735426,0.768883878,0.505602869,4/18/2004,03.00.00,0
0,0.050235479,0,0,0.320627803,0.784667418,0.50470641,4/18/2004,04.00.00,0
0,0.029827316,0,0,0.30941704,0.81059752,0.506947557,4/18/2004,05.00.00,0
0,0.03610675,0,0,0.30941704,0.819616685,0.510981623,4/18/2004,06.00.00,0
0,0.037676609,0,0,0.31838565,0.815107103,0.521290901,4/18/2004,07.00.00,0
0,0.045525903,0,0,0.325112108,0.821871477,0.535634245,4/18/2004,08.00.00,0
0,0.065934066,0,0,0.31838565,0.852311161,0.546839982,4/18/2004,09.00.00,0
0,0.106750392,0,0,0.325112108,0.870349493,0.569251457,4/18/2004,10.00.00,0
0,0.114599686,0,0,0.334080717,0.839909808,0.561631555,4/18/2004,11.00.00,0
0,0.083202512,0,0,0.347533632,0.759864713,0.528014343,4/18/2004,12.00.00,0
0,0.053375196,0,0,0.374439462,0.631341601,0.472433886,4/18/2004,13.00.00,0
0,0.053375196,0,0,0.383408072,0.625704622,0.480502017,4/18/2004,14.00.00,0
0,0.106750392,0,0,0.3632287,0.703494927,0.511878082,4/18/2004,15.00.00,0
0,0.10989011,0,0,0.390134529,0.664036077,0.518601524,4/18/2004,16.00.00,0
0,0.120879121,0,0,0.392376682,0.615558061,0.484087853,4/18/2004,17.00.00,0
0,0.133437991,0,0,0.392376682,0.611048478,0.480502017,4/18/2004,18.00.00,1
0,0.211930926,0,0,0.381165919,0.621195039,0.476019722,4/18/2004,19.00.00,2
0,0.144427002,0,0,0.367713004,0.651634724,0.47826087,4/18/2004,20.00.00,1
0,0.136577708,0,0,0.35426009,0.680947012,0.481398476,4/18/2004,21.00.00,1
0,0.103610675,0,0,0.347533632,0.713641488,0.496190049,4/18/2004,22.00.00,0
0,0.142857143,0,0,0.33632287,0.735062007,0.49529359,4/18/2004,23.00.00,1
0,0.12244898,0,0,0.325112108,0.758737317,0.49529359,4/19/2004,00.00.00,1
0,0.065934066,0,0,0.316143498,0.790304397,0.502913492,4/19/2004,01.00.00,0
0,0.053375196,0,0,0.30941704,0.82638106,0.516360377,4/19/2004,02.00.00,0
0,0.026687598,0,0,0.293721973,0.882750846,0.525324966,4/19/2004,03.00.00,0
0,0.032967033,0,0,0.291479821,0.88162345,0.522635589,4/19/2004,04.00.00,0
0,0.034536892,0,0,0.320627803,0.790304397,0.507844016,4/19/2004,05.00.00,0
0,0.108320251,0,0,0.313901345,0.799323563,0.506947557,4/19/2004,06.00.00,0
0,0.259026688,0,0,0.34529148,0.72378805,0.498431197,4/19/2004,07.00.00,2
0,0.293563579,0,0,0.369955157,0.65276212,0.485432541,4/19/2004,08.00.00,2
0,0.133437991,0,0,0.421524664,0.541149944,0.462572837,4/19/2004,09.00.00,1
0,0.106750392,0,0,0.437219731,0.488162345,0.435230838,4/19/2004,10.00.00,0
0,0.117739403,0,0,0.414798206,0.512965051,0.430748543,4/19/2004,11.00.00,0
0,0.1711146,0,0,0.403587444,0.526493799,0.428955625,4/19/2004,12.00.00,1
0,0.210361068,0,0,0.369955157,0.656144307,0.484536082,4/19/2004,13.00.00,2
0,0.124018838,0,0,0.271300448,0.852311161,0.47781264,4/19/2004,14.00.00,1
0,0.138147567,0,0,0.248878924,0.852311161,0.446884805,4/19/2004,15.00.00,1
0,0.180533752,0,0,0.235426009,0.890642616,0.449125952,4/19/2004,16.00.00,1
0,0.185243328,0,0,0.224215247,0.907553551,0.441506051,4/19/2004,17.00.00,2
0,0.130298273,0,0,0.253363229,0.79481398,0.420887494,4/19/2004,18.00.00,1
0,0.124018838,0,0,0.239910314,0.806087937,0.412371134,4/19/2004,19.00.00,1
0,0.105180534,0,0,0.221973094,0.83427283,0.403854774,4/19/2004,20.00.00,0
0,0.072213501,0,0,0.242152466,0.768883878,0.394890184,4/19/2004,21.00.00,0
0,0.078492936,0,0,0.228699552,0.83427283,0.411474675,4/19/2004,22.00.00,0
0,0.083202512,0,0,0.226457399,0.87373168,0.429403855,4/19/2004,23.00.00,0
0,0.06122449,0,0,0.221973094,0.875986471,0.425818019,4/20/2004,00.00.00,0
0,0.045525903,0,0,0.213004484,0.904171364,0.427162707,4/20/2004,01.00.00,0
0,0.023547881,0,0,0.213004484,0.898534386,0.425369789,4/20/2004,02.00.00,0
0,0.01255887,0,0,0.217488789,0.88951522,0.425369789,4/20/2004,03.00.00,0
0,0.018838305,0,0,0.219730942,0.901916573,0.43343792,4/20/2004,04.00.00,0
0,0.045525903,0,0,0.224215247,0.89740699,0.439264904,4/20/2004,05.00.00,0
0,0.119309262,0,0,0.230941704,0.895152198,0.445091887,4/20/2004,06.00.00,0
0,0.324960754,0,0,0.246636771,0.872604284,0.454504706,4/20/2004,07.00.00,2
0,0.469387755,0,0,0.275784753,0.780157835,0.444195428,4/20/2004,08.00.00,2
0,0.315541601,0,0,0.325112108,0.680947012,0.445540117,4/20/2004,09.00.00,2
0,0.26844584,0,0,0.358744395,0.634723788,0.456745854,4/20/2004,10.00.00,2
0,0.30455259,0,0,0.405829596,0.576099211,0.472882116,4/20/2004,11.00.00,2
0,0.293563579,0,0,0.515695067,0.422773393,0.465710444,4/20/2004,12.00.00,2
0,0.248037677,0,0,0.488789238,0.446448703,0.457642313,4/20/2004,13.00.00,2
0,0.161695447,0,0,0.49103139,0.419391206,0.43388615,4/20/2004,14.00.00,1
0,0.124018838,0,0,0.533632287,0.354002255,0.409233528,4/20/2004,15.00.00,1
0,0.215070644,0,0,0.580717489,0.303269448,0.396683102,4/20/2004,16.00.00,2
0,0.309262166,0,0,0.578475336,0.337091319,0.439713133,4/20/2004,17.00.00,2
0,0.397174254,0,0,0.506726457,0.445321308,0.478709099,4/20/2004,18.00.00,2
0,0.375196232,0,0,0.446188341,0.507328072,0.464365755,4/20/2004,19.00.00,2
0,0.323390895,0,0,0.401345291,0.534385569,0.432989691,4/20/2004,20.00.00,2
0,0.193092622,0,0,0.376681614,0.568207441,0.428059166,4/20/2004,21.00.00,2
0,0.120879121,0,0,0.358744395,0.586245772,0.420439265,4/20/2004,22.00.00,0
0,0.141287284,0,0,0.31838565,0.666290868,0.426714478,4/20/2004,23.00.00,1
0,0.070643642,0,0,0.31838565,0.639233371,0.408337069,4/21/2004,00.00.00,0
0,0.091051805,0,0,0.273542601,0.7632469,0.431645002,4/21/2004,01.00.00,0
0,0.050235479,0,0,0.295964126,0.695603157,0.418198117,4/21/2004,02.00.00,0
0,0.047095761,0,0,0.244394619,0.800450958,0.414612281,4/21/2004,03.00.00,0
0,0.031397174,0,0,0.253363229,0.762119504,0.405199462,4/21/2004,04.00.00,0
0,0.058084772,0,0,0.226457399,0.809470124,0.39802779,4/21/2004,05.00.00,0
0,0.136577708,0,0,0.228699552,0.799323563,0.396234872,4/21/2004,06.00.00,1
0,0.423861852,0,0,0.264573991,0.744081172,0.40744061,4/21/2004,07.00.00,2
0,0.632653061,0,0,0.313901345,0.656144307,0.41550874,4/21/2004,08.00.00,2
0,0.313971743,0,0,0.381165919,0.565952649,0.432541461,4/21/2004,09.00.00,2
0,0.26844584,0,0,0.5,0.416009019,0.441057822,4/21/2004,10.00.00,2
0,0.172684458,0,0,0.547085202,0.348365276,0.418646347,4/21/2004,11.00.00,1
0,0.166405024,0,0,0.580717489,0.301014656,0.393097266,4/21/2004,12.00.00,1
0,0.164835165,0,0,0.578475336,0.294250282,0.382787987,4/21/2004,13.00.00,1
0,0.150706436,0,0,0.589686099,0.279594138,0.376064545,4/21/2004,14.00.00,1
0,0.14599686,0,0,0.605381166,0.250281849,0.350067234,4/21/2004,15.00.00,1
0,0.199372057,0,0,0.612107623,0.231116122,0.32765576,4/21/2004,16.00.00,2
0,0.310832025,0,0,0.578475336,0.271702368,0.354549529,4/21/2004,17.00.00,2
0,0.510204082,0,0,0.567264574,0.325817362,0.410129987,4/21/2004,18.00.00,2
0,0.527472527,0,0,0.533632287,0.379932356,0.438816674,4/21/2004,19.00.00,2
0,0.408163265,0,0,0.479820628,0.405862458,0.406095921,4/21/2004,20.00.00,2
0,0.257456829,0,0,0.443946188,0.445321308,0.404303003,4/21/2004,21.00.00,2
0,0.166405024,0,0,0.430493274,0.474633596,0.41550874,4/21/2004,22.00.00,1
0,0.111459969,0,0,0.421524664,0.516347238,0.441954281,4/21/2004,23.00.00,0
0,0.100470958,0,0,0.383408072,0.572717024,0.440609592,4/22/2004,00.00.00,0
0,0.072213501,0,0,0.3632287,0.602029312,0.438368445,4/22/2004,01.00.00,0
0,0.047095761,0,0,0.358744395,0.603156708,0.434334379,4/22/2004,02.00.00,0
0,0.034536892,0,0,0.320627803,0.667418264,0.430300314,4/22/2004,03.00.00,0
0,0.026687598,0,0,0.298206278,0.705749718,0.425818019,4/22/2004,04.00.00,0
0,0.034536892,0,0,0.30044843,0.670800451,0.407888839,4/22/2004,05.00.00,0
0,0.089481947,0,0,0.273542601,0.722660654,0.406095921,4/22/2004,06.00.00,0
0,0.216640502,0,0,0.311659193,0.644870349,0.404751233,4/22/2004,07.00.00,2
0,0.339089482,0,0,0.340807175,0.599774521,0.408337069,4/22/2004,08.00.00,2
0,0.409733124,0,0,0.430493274,0.468996618,0.410129987,4/22/2004,09.00.00,2
0,0.315541601,0,0,0.531390135,0.344983089,0.396683102,4/22/2004,10.00.00,2
0,0.241758242,0,0,0.585201794,0.302142052,0.399820708,4/22/2004,11.00.00,2
0,0.213500785,0,0,0.630044843,0.275084555,0.409681757,4/22/2004,12.00.00,2
0,0.174254317,0,0,0.634529148,0.269447576,0.406095921,4/22/2004,13.00.00,1
0,0.191522763,0,0,0.627802691,0.2367531,0.350067234,4/22/2004,14.00.00,2
0,0.274725275,0,0,0.69058296,0.184892897,0.321380547,4/22/2004,15.00.00,2
0,0.299843014,0,0,0.701793722,0.182638106,0.325414612,4/22/2004,16.00.00,2
0,0.425431711,0,0,0.659192825,0.231116122,0.370237562,4/22/2004,17.00.00,2
0,0.444270016,0,0,0.578475336,0.273957159,0.355894218,4/22/2004,18.00.00,2
0,0.549450549,0,0,0.533632287,0.332581736,0.383684446,4/22/2004,19.00.00,2
0,0.351648352,0,0,0.493273543,0.392333709,0.40699238,4/22/2004,20.00.00,2
0,0.211930926,0,0,0.452914798,0.421645998,0.392200807,4/22/2004,21.00.00,2
0,0.128728414,0,0,0.432735426,0.437429538,0.383684446,4/22/2004,22.00.00,1
0,0.12244898,0,0,0.401345291,0.492671928,0.397131331,4/22/2004,23.00.00,1
0,0.156985871,0,0,0.385650224,0.540022548,0.418198117,4/23/2004,00.00.00,1
0,0.103610675,0,0,0.365470852,0.560315671,0.410578216,4/23/2004,01.00.00,0
0,0.053375196,0,0,0.374439462,0.524239008,0.392649036,4/23/2004,02.00.00,0
0,0.043956044,0,0,0.32735426,0.597519729,0.393545495,4/23/2004,03.00.00,0
0,0.03610675,0,0,0.316143498,0.607666291,0.386822053,4/23/2004,04.00.00,0
0.050420168,0.045525903,0.039891819,0.173529412,0.31838565,0.588500564,0.376961004,4/23/2004,05.00.00,0
0.067226891,0.076923077,0.048681542,0.197058824,0.320627803,0.624577227,0.403406544,4/23/2004,06.00.00,0
0.336134454,0.354788069,0.164976335,0.279411765,0.313901345,0.653889515,0.412371134,4/23/2004,07.00.00,2
0.470588235,0.48822606,0.237322515,0.361764706,0.34529148,0.600901917,0.416405199,4/23/2004,08.00.00,2
0.420168067,0.346938776,0.242055443,0.417647059,0.428251121,0.474633596,0.413715823,4/23/2004,09.00.00,2
0.268907563,0.287284144,0.165652468,0.417647059,0.531390135,0.349492672,0.402061856,4/23/2004,10.00.00,2
0.319327731,0.345368917,0.162271805,0.497058824,0.603139013,0.289740699,0.400717167,4/23/2004,11.00.00,2
0.277310924,0.315541601,0.121027721,0.417647059,0.665919283,0.232243517,0.38009861,4/23/2004,12.00.00,2
0.25210084,0.296703297,0.108181204,0.4,0.65470852,0.242390079,0.384132676,4/23/2004,13.00.00,2
0.268907563,0.323390895,0.117647059,0.432352941,0.66367713,0.226606539,0.366651726,4/23/2004,14.00.00,2
0.369747899,0.397174254,0.175794456,0.576470588,0.67264574,0.218714769,0.36306589,4/23/2004,15.00.00,2
0.386554622,0.405023548,0.189993239,0.547058824,0.661434978,0.226606539,0.364858808,4/23/2004,16.00.00,2
0.43697479,0.480376766,0.192021636,0.520588235,0.605381166,0.302142052,0.421335724,4/23/2004,17.00.00,2
0.403361345,0.425431711,0.16903313,0.482352941,0.558295964,0.34723788,0.427610937,4/23/2004,18.00.00,2
0.470588235,0.510204082,0.189993239,0.473529412,0.51793722,0.413754228,0.458987001,4/23/2004,19.00.00,2
0.386554622,0.326530612,0.15551048,0.429411765,0.48206278,0.459977452,0.463021067,4/23/2004,20.00.00,2
0.151260504,0.1711146,0.066260987,0.288235294,0.459641256,0.467869222,0.441954281,4/23/2004,21.00.00,1
0.18487395,0.204081633,0.081812035,0.317647059,0.430493274,0.506200676,0.44285074,4/23/2004,22.00.00,2
0.168067227,0.185243328,0.074374577,0.314705882,0.421524664,0.537767756,0.458090542,4/23/2004,23.00.00,2
0.235294118,0.210361068,0.108857336,0.332352941,0.408071749,0.560315671,0.460779919,4/24/2004,00.00.00,2
0.218487395,0.210361068,0.100067613,0.294117647,0.360986547,0.647125141,0.468399821,4/24/2004,01.00.00,2
0.151260504,0.141287284,0.073698445,0.255882353,0.365470852,0.623449831,0.456297624,4/24/2004,02.00.00,1
0.092436975,0.091051805,0,0,0.352017937,0.604284104,0.42492156,4/24/2004,03.00.00,0
0,0.059654631,0.030425963,0.176470588,0.378923767,0.561443067,0.426266248,4/24/2004,04.00.00,0
0.058823529,0.058084772,0.048005409,0.191176471,0.331838565,0.650507328,0.432093232,4/24/2004,05.00.00,0
0.075630252,0.089481947,0.050709939,0.188235294,0.313901345,0.673055242,0.425818019,4/24/2004,06.00.00,0
0.12605042,0.156985871,0.071670047,0.214705882,0.32735426,0.640360767,0.420887494,4/24/2004,07.00.00,1
0.210084034,0.235478807,0.112237999,0.252941176,0.374439462,0.585118377,0.438816674,4/24/2004,08.00.00,2
0.25210084,0.244897959,0.127112914,0.308823529,0.448430493,0.507328072,0.465710444,4/24/2004,09.00.00,2
0.218487395,0.193092622,0.108857336,0.314705882,0.535874439,0.379932356,0.441057822,4/24/2004,10.00.00,2
0.218487395,0.226059655,0.093982421,0.335294118,0.600896861,0.332581736,0.457642313,4/24/2004,11.00.00,2
0.218487395,0.229199372,0.090601758,0.308823529,0.609865471,0.365276212,0.515015688,4/24/2004,12.00.00,2
0.159663866,0.136577708,0.056795132,0.217647059,0.603139013,0.361894025,0.502913492,4/24/2004,13.00.00,1
0.168067227,0.172684458,0.066260987,0.279411765,0.544843049,0.471251409,0.562976244,4/24/2004,14.00.00,1
0.142857143,0.141287284,0.061528059,0.261764706,0.573991031,0.405862458,0.521290901,4/24/2004,15.00.00,1
0.159663866,0.167974882,0.06693712,0.279411765,0.605381166,0.358511838,0.501120574,4/24/2004,16.00.00,1
0.151260504,0.155416013,0.060851927,0.273529412,0.616591928,0.356257046,0.511878082,4/24/2004,17.00.00,1
0.235294118,0.246467818,0.099391481,0.361764706,0.558295964,0.429537768,0.53070372,4/24/2004,18.00.00,2
0.294117647,0.30455259,0.119675456,0.394117647,0.524663677,0.447576099,0.505602869,4/24/2004,19.00.00,2
0.285714286,0.263736264,0.109533469,0.370588235,0.475336323,0.572717024,0.56611385,4/24/2004,20.00.00,2
0.168067227,0.106750392,0.059499662,0.232352941,0.349775785,0.828635851,0.580457194,4/24/2004,21.00.00,1
0.092436975,0.047095761,0.035835024,0.158823529,0.289237668,0.898534386,0.527566114,4/24/2004,22.00.00,0
0.109243697,0.050235479,0.045977011,0.202941176,0.257847534,0.866967306,0.467951591,4/24/2004,23.00.00,0
0.100840336,0.04866562,0.041244084,0.197058824,0.273542601,0.753100338,0.424025101,4/25/2004,00.00.00,0
0.109243697,0.06122449,0.048005409,0.214705882,0.278026906,0.722660654,0.412819364,4/25/2004,01.00.00,0
0.084033613,0.056514914,0.042596349,0.214705882,0.284753363,0.661781285,0.385925594,4/25/2004,02.00.00,0
0.109243697,0.070643642,0,0,0.282511211,0.66065389,0.382339758,4/25/2004,03.00.00,0
0,0.018838305,0.015551048,0.097058824,0.280269058,0.577226607,0.330345137,4/25/2004,04.00.00,0
0.025210084,0.010989011,0.009465855,0.058823529,0.280269058,0.573844419,0.329448678,4/25/2004,05.00.00,0
0.042016807,0.017268446,0.022988506,0.108823529,0.286995516,0.555806088,0.326759301,4/25/2004,06.00.00,0
0.050420168,0.021978022,0.028397566,0.147058824,0.302690583,0.547914318,0.335723891,4/25/2004,07.00.00,0
0.050420168,0.025117739,0.027045301,0.132352941,0.322869955,0.517474634,0.335275661,4/25/2004,08.00.00,0
0.067226891,0.03610675,0.032454361,0.141176471,0.338565022,0.494926719,0.335723891,4/25/2004,09.00.00,0
0.084033613,0.039246468,0.041244084,0.164705882,0.372197309,0.435174746,0.324518153,4/25/2004,10.00.00,0
0.075630252,0.042386185,0.039215686,0.170588235,0.385650224,0.394588501,0.304347826,4/25/2004,11.00.00,0
0.084033613,0.042386185,0.038539554,0.152941176,0.390134529,0.382187148,0.299417302,4/25/2004,12.00.00,0
0.067226891,0.034536892,0.036511156,0.152941176,0.401345291,0.346110485,0.279246974,4/25/2004,13.00.00,0
0.058823529,0.031397174,0.027721433,0.129411765,0.410313901,0.306651635,0.254594352,4/25/2004,14.00.00,0
0.075630252,0.053375196,0.038539554,0.173529412,0.434977578,0.289740699,0.257283729,4/25/2004,15.00.00,0
0.109243697,0.070643642,0.056118999,0.217647059,0.452914798,0.271702368,0.252353205,4/25/2004,16.00.00,0
0.117647059,0.073783359,0.054766734,0.223529412,0.439461883,0.280721533,0.252353205,4/25/2004,17.00.00,1
0.12605042,0.094191523,0.066260987,0.244117647,0.414798206,0.313416009,0.261766024,4/25/2004,18.00.00,1
0.226890756,0.183673469,0.083840433,0.294117647,0.399103139,0.341600902,0.27476468,4/25/2004,19.00.00,2
0.210084034,0.128728414,0.089925625,0.297058824,0.372197309,0.383314543,0.284625728,4/25/2004,20.00.00,2
0.117647059,0.080062794,0.067613252,0.264705882,0.347533632,0.417136415,0.289108023,4/25/2004,21.00.00,1
0.235294118,0.204081633,0.078431373,0.273529412,0.331838565,0.445321308,0.295831466,4/25/2004,22.00.00,2
0.176470588,0.10989011,0.068965517,0.232352941,0.325112108,0.473506201,0.309278351,4/25/2004,23.00.00,1
0.092436975,0.06122449,0.037187289,0.167647059,0.316143498,0.506200676,0.323173465,4/26/2004,00.00.00,0
0.058823529,0.034536892,0.022312373,0.126470588,0.31838565,0.512965051,0.328552219,4/26/2004,01.00.00,0
0.033613445,0.020408163,0.011494253,0.073529412,0.316143498,0.510710259,0.324966383,4/26/2004,02.00.00,0
0.025210084,0.01255887,0,0,0.313901345,0.499436302,0.315553563,4/26/2004,03.00.00,0
0,0.009419152,0.006761325,0.05,0.316143498,0.484780158,0.308830121,4/26/2004,04.00.00,0
0.033613445,0.018838305,0.023664638,0.129411765,0.311659193,0.494926719,0.31017481,4/26/2004,05.00.00,0
0.067226891,0.053375196,0.047329277,0.211764706,0.313901345,0.493799324,0.311967727,4/26/2004,06.00.00,0
0.159663866,0.117739403,0.078431373,0.267647059,0.322869955,0.491544532,0.31869117,4/26/2004,07.00.00,1
0.176470588,0.139717425,0.090601758,0.261764706,0.33632287,0.470124014,0.317794711,4/26/2004,08.00.00,1
0.117647059,0.083202512,0.076402975,0.247058824,0.365470852,0.432919955,0.316001793,4/26/2004,09.00.00,1
0.117647059,0.08477237,0.074374577,0.244117647,0.410313901,0.364148816,0.303003138,4/26/2004,10.00.00,1
0.109243697,0.081632653,0.066260987,0.229411765,0.421524664,0.357384442,0.305692515,4/26/2004,11.00.00,1
0.12605042,0.103610675,0.064908722,0.235294118,0.439461883,0.348365276,0.312415957,4/26/2004,12.00.00,1
0.134453782,0.108320251,0.06423259,0.220588235,0.452914798,0.346110485,0.321828776,4/26/2004,13.00.00,1
0.109243697,0.08477237,0.058147397,0.226470588,0.441704036,0.366403608,0.331689825,4/26/2004,14.00.00,1
0.117647059,0.094191523,0.058147397,0.226470588,0.464125561,0.356257046,0.340654415,4/26/2004,15.00.00,1
0.12605042,0.100470958,0.061528059,0.238235294,0.448430493,0.368658399,0.338413268,4/26/2004,16.00.00,1
0.18487395,0.167974882,0.08045977,0.297058824,0.417040359,0.399098083,0.337965038,4/26/2004,17.00.00,2
0.268907563,0.218210361,0.099391481,0.35,0.410313901,0.404735062,0.33617212,4/26/2004,18.00.00,2
0.25210084,0.196232339,0.09127789,0.326470588,0.399103139,0.422773393,0.339309727,4/26/2004,19.00.00,2
0.218487395,0.14599686,0.083840433,0.320588235,0.387892377,0.437429538,0.339757956,4/26/2004,20.00.00,2
0.134453782,0.105180534,0.060175794,0.297058824,0.387892377,0.437429538,0.340654415,4/26/2004,21.00.00,1
0.12605042,0.083202512,0.053414469,0.261764706,0.367713004,0.459977452,0.337965038,4/26/2004,22.00.00,1
0.100840336,0.062794349,0.042596349,0.220588235,0.358744395,0.466741826,0.335723891,4/26/2004,23.00.00,1
0.067226891,0.034536892,0.026369168,0.15,0.34529148,0.484780158,0.335275661,4/27/2004,00.00.00,0
0.058823529,0.026687598,0.016903313,0.114705882,0.352017937,0.479143179,0.337965038,4/27/2004,01.00.00,0
0.042016807,0.025117739,0.012846518,0.094117647,0.349775785,0.489289741,0.342895563,4/27/2004,02.00.00,0
0.042016807,0.023547881,0,0,0.340807175,0.516347238,0.352308382,4/27/2004,03.00.00,0
0,0.039246468,0.022988506,0.144117647,0.329596413,0.562570462,0.371134021,4/27/2004,04.00.00,0
0.058823529,0.051805338,0.039215686,0.2,0.347533632,0.533258174,0.371134021,4/27/2004,05.00.00,0
0.117647059,0.139717425,0.075726842,0.223529412,0.322869955,0.598647125,0.3890632,4/27/2004,06.00.00,1
0.344537815,0.367346939,0.212305612,0.358823529,0.356502242,0.546786922,0.389959659,4/27/2004,07.00.00,2
0.386554622,0.373626374,0.162271805,0.379411765,0.405829596,0.454340474,0.37158225,4/27/2004,08.00.00,2
0.159663866,0.124018838,0.086544963,0.276470588,0.439461883,0.404735062,0.36306589,4/27/2004,09.00.00,1
0.159663866,0.128728414,0.095334686,0.291176471,0.511210762,0.328072153,0.356790677,4/27/2004,10.00.00,1
0.142857143,0.138147567,0.079783638,0.238235294,0.556053812,0.285231116,0.349170775,4/27/2004,11.00.00,1
0.201680672,0.229199372,0.089249493,0.255882353,0.609865471,0.248027057,0.349170775,4/27/2004,12.00.00,2
0.25210084,0.282574568,0.101419878,0.314705882,0.632286996,0.229988726,0.344240251,4/27/2004,13.00.00,2
0.168067227,0.188383046,0.081812035,0.279411765,0.569506726,0.272829763,0.346481398,4/27/2004,14.00.00,2
0.226890756,0.232339089,0.100743746,0.323529412,0.576233184,0.26832018,0.346929628,4/27/2004,15.00.00,2
0.18487395,0.196232339,0.081135903,0.291176471,0.609865471,0.249154453,0.350067234,4/27/2004,16.00.00,2
0.243697479,0.2433281,0.104800541,0.332352941,0.605381166,0.251409245,0.352308382,4/27/2004,17.00.00,2
0.285714286,0.277864992,0.116294794,0.373529412,0.549327354,0.313416009,0.377857463,4/27/2004,18.00.00,2
0.327731092,0.339089482,0.119675456,0.385294118,0.531390135,0.340473506,0.390856118,4/27/2004,19.00.00,2
0.302521008,0.296703297,0.122379986,0.402941176,0.48206278,0.388951522,0.392200807,4/27/2004,20.00.00,2
0.210084034,0.196232339,0.09127789,0.358823529,0.446188341,0.426155581,0.3890632,4/27/2004,21.00.00,2
0.151260504,0.138147567,0.06693712,0.294117647,0.423766816,0.457722661,0.393097266,4/27/2004,22.00.00,1
0.168067227,0.1711146,0.07505071,0.317647059,0.401345291,0.490417136,0.396234872,4/27/2004,23.00.00,1
0.109243697,0.125588697,0.048681542,0.244117647,0.390134529,0.521984216,0.408337069,4/28/2004,00.00.00,1
0.084033613,0.069073783,0.036511156,0.217647059,0.405829596,0.503945885,0.411922905,4/28/2004,01.00.00,0
0.050420168,0.043956044,0.027721433,0.188235294,0.369955157,0.564825254,0.418198117,4/28/2004,02.00.00,0
0.050420168,0.042386185,0,0,0.31838565,0.641488162,0.409681757,4/28/2004,03.00.00,0
0,0.034536892,0.016227181,0.117647059,0.329596413,0.633596392,0.418646347,4/28/2004,04.00.00,0
0.042016807,0.039246468,0.019607843,0.114705882,0.365470852,0.595264938,0.435679068,4/28/2004,05.00.00,0
0.092436975,0.117739403,0.051386072,0.202941176,0.311659193,0.6843292,0.430300314,4/28/2004,06.00.00,0
0.462184874,0.477237049,0.21703854,0.305882353,0.33632287,0.657271702,0.44285074,4/28/2004,07.00.00,2
0.352941176,0.345368917,0.185260311,0.294117647,0.360986547,0.617812852,0.446436576,4/28/2004,08.00.00,2
0.386554622,0.387755102,0.217714672,0.429411765,0.432735426,0.523111612,0.459435231,4/28/2004,09.00.00,2
0.285714286,0.288854003,0.172413793,0.455882353,0.542600897,0.381059752,0.452711788,4/28/2004,10.00.00,2
0.235294118,0.263736264,0.132521974,0.408823529,0.598654709,0.32356257,0.443747199,4/28/2004,11.00.00,2
0.210084034,0.222919937,0.091954023,0.355882353,0.614349776,0.317925592,0.452711788,4/28/2004,12.00.00,2
0.201680672,0.246467818,0.08045977,0.317647059,0.630044843,0.303269448,0.452263559,4/28/2004,13.00.00,2
0.268907563,0.343799058,0.114266396,0.370588235,0.621076233,0.298759865,0.434334379,4/28/2004,14.00.00,2
0.294117647,0.326530612,0.133198107,0.426470588,0.6367713,0.263810598,0.400717167,4/28/2004,15.00.00,2
0.243697479,0.254317111,0.094658553,0.355882353,0.6367713,0.293122886,0.444643658,4/28/2004,16.00.00,2
0.302521008,0.310832025,0.120351589,0.426470588,0.612107623,0.338218715,0.481846706,4/28/2004,17.00.00,2
0.403361345,0.453689168,0.150777552,0.470588235,0.544843049,0.420518602,0.502017033,4/28/2004,18.00.00,2
