CO(GT),C6H6(GT),NOx(GT),NO2(GT),Date,Time,PollutionLevel
0.008403361,0.031397174,0.027721433,0.132352941,5/29/2004,06.00.00,0
0.042016807,0.062794349,0.056795132,0.235294118,5/29/2004,07.00.00,1
0.050420168,0.062794349,0.052062204,0.226470588,5/29/2004,08.00.00,1
0.042016807,0.062794349,0.049357674,0.2,5/29/2004,09.00.00,0
0.058823529,0.065934066,0.048681542,0.194117647,5/29/2004,10.00.00,0
0.075630252,0.094191523,0.055442867,0.217647059,5/29/2004,12.00.00,0
0.033613445,0.059654631,0.039891819,0.176470588,5/29/2004,14.00.00,0
0.042016807,0.065934066,0.041244084,0.185294118,5/29/2004,15.00.00,0
0.050420168,0.080062794,0.051386072,0.220588235,5/29/2004,16.00.00,1
0.050420168,0.087912088,0.049357674,0.232352941,5/29/2004,17.00.00,1
0.084033613,0.10989011,0.066260987,0.273529412,5/29/2004,19.00.00,1
0.100840336,0.124018838,0.0831643,0.329411765,5/29/2004,20.00.00,2
0.109243697,0.133437991,0.068965517,0.273529412,5/29/2004,22.00.00,1
0.226890756,0.215070644,0.096010818,0.329411765,5/29/2004,23.00.00,2
0.226890756,0.216640502,0.100067613,0.367647059,5/30/2004,00.00.00,2
0.134453782,0.142857143,0.07234618,0.314705882,5/30/2004,01.00.00,1
0.050420168,0.102040816,0.041244084,0.223529412,5/30/2004,02.00.00,1
0.025210084,0.09733124,0,0,5/30/2004,03.00.00,0
0,0.081632653,0.029073698,0.161764706,5/30/2004,04.00.00,0
0.008403361,0.04866562,0.016903313,0.108823529,5/30/2004,05.00.00,0
0.008403361,0.045525903,0.021636241,0.132352941,5/30/2004,06.00.00,0
0.016806723,0.056514914,0.032454361,0.179411765,5/30/2004,07.00.00,0
0.025210084,0.042386185,0.040567951,0.197058824,5/30/2004,08.00.00,0
0.025210084,0.047095761,0.035158891,0.176470588,5/30/2004,09.00.00,0
0.033613445,0.058084772,0.039215686,0.188235294,5/30/2004,10.00.00,0
0.025210084,0.059654631,0.036511156,0.188235294,5/30/2004,11.00.00,0
0.025210084,0.065934066,0.035158891,0.173529412,5/30/2004,12.00.00,0
0.008403361,0.040816327,0.022988506,0.120588235,5/30/2004,13.00.00,0
0.016806723,0.065934066,0.027721433,0.135294118,5/30/2004,15.00.00,0
0.042016807,0.081632653,0.043948614,0.244117647,5/30/2004,17.00.00,1
0.075630252,0.120879121,0.056795132,0.264705882,5/30/2004,18.00.00,1
0.092436975,0.138147567,0.060175794,0.279411765,5/30/2004,19.00.00,1
0.109243697,0.15855573,0.077079108,0.332352941,5/30/2004,20.00.00,2
0.12605042,0.153846154,0.08586883,0.376470588,5/30/2004,21.00.00,2
0.033613445,0.08477237,0.031102096,0.188235294,5/30/2004,23.00.00,0
0.025210084,0.075353218,0.018255578,0.135294118,5/31/2004,01.00.00,0
0,0.032967033,0.00270453,0.023529412,5/31/2004,02.00.00,0
0,0.03610675,0.032454361,0.167647059,5/31/2004,05.00.00,0
0.042016807,0.102040816,0.055442867,0.176470588,5/31/2004,06.00.00,0
0.18487395,0.25588697,0.144016227,0.402941176,5/31/2004,09.00.00,2
0.134453782,0.221350078,0.108857336,0.355882353,5/31/2004,10.00.00,2
0.12605042,0.222919937,0.078431373,0.35,5/31/2004,13.00.00,2
0.100840336,0.189952904,0.07775524,0.326470588,5/31/2004,15.00.00,2
0.151260504,0.246467818,0.101419878,0.376470588,5/31/2004,16.00.00,2
0.25210084,0.335949765,0.149425287,0.467647059,5/31/2004,17.00.00,2
0.294117647,0.392464678,0.153482082,0.473529412,5/31/2004,18.00.00,2
0.201680672,0.260596546,0.105476673,0.341176471,5/31/2004,19.00.00,2
0.033613445,0.083202512,0.040567951,0.170588235,5/31/2004,22.00.00,0
0.050420168,0.102040816,0.041244084,0.173529412,5/31/2004,23.00.00,0
0,0.045525903,0.011494253,0.067647059,6/1/2004,01.00.00,0
0,0.031397174,0.012170385,0.076470588,6/1/2004,02.00.00,0
0,0.017268446,0,0,6/1/2004,03.00.00,0
0,0.020408163,0.01081812,0.070588235,6/1/2004,04.00.00,0
0.008403361,0.037676609,0.026369168,0.120588235,6/1/2004,05.00.00,0
0.025210084,0.095761381,0.07234618,0.191176471,6/1/2004,06.00.00,0
0.117647059,0.196232339,0.128465179,0.276470588,6/1/2004,07.00.00,2
0.151260504,0.188383046,0.142663962,0.261764706,6/1/2004,10.00.00,2
0.134453782,0.19466248,0.135902637,0.252941176,6/1/2004,11.00.00,2
0.134453782,0.211930926,0.096686951,0.214705882,6/1/2004,14.00.00,2
0.12605042,0.19466248,0.100067613,0.229411765,6/1/2004,15.00.00,2
0.302521008,0.345368917,0.146044625,0.320588235,6/1/2004,17.00.00,2
0.294117647,0.312401884,0.124408384,0.279411765,6/1/2004,18.00.00,2
0.403361345,0.437990581,0.167680865,0.297058824,6/1/2004,19.00.00,2
0.31092437,0.309262166,0.149425287,0.258823529,6/1/2004,20.00.00,2
0.134453782,0.188383046,0.091954023,0.220588235,6/1/2004,22.00.00,2
0,0.076923077,0.029073698,0.111764706,6/2/2004,02.00.00,0
0,0.081632653,0,0,6/2/2004,03.00.00,0
0,0.037676609,0.014874915,0.067647059,6/2/2004,05.00.00,0
0,0.043956044,0.016903313,0.064705882,6/2/2004,06.00.00,0
0,0.06122449,0.032454361,0.097058824,6/2/2004,07.00.00,0
0,0.108320251,0.049357674,0.126470588,6/2/2004,08.00.00,0
0,0.133437991,0.06423259,0.155882353,6/2/2004,09.00.00,1
0,0.138147567,0.068965517,0.182352941,6/2/2004,11.00.00,1
0,0.116169545,0.054090602,0.155882353,6/2/2004,12.00.00,0
0,0.075353218,0.021636241,0.088235294,6/2/2004,14.00.00,0
0,0.106750392,0.031102096,0.108823529,6/2/2004,15.00.00,0
0,0.139717425,0.041244084,0.138235294,6/2/2004,16.00.00,1
0,0.127158556,0.039891819,0.129411765,6/2/2004,17.00.00,1
0,0.164835165,0.051386072,0.155882353,6/2/2004,18.00.00,1
0,0.185243328,0.094658553,0.279411765,6/2/2004,20.00.00,2
0,0.136577708,0.068965517,0.241176471,6/2/2004,21.00.00,1
0,0.136577708,0.060175794,0.173529412,6/2/2004,22.00.00,1
0,0.108320251,0.041920216,0.126470588,6/2/2004,23.00.00,0
0,0.114599686,0.046653144,0.15,6/3/2004,00.00.00,0
0,0.108320251,0.042596349,0.144117647,6/3/2004,01.00.00,0
0,0.072213501,0.020960108,0.105882353,6/3/2004,02.00.00,0
0,0.020408163,0,0,6/3/2004,03.00.00,0
0,0.050235479,0.041244084,0.170588235,6/3/2004,05.00.00,0
0,0.312401884,0.167680865,0.217647059,6/3/2004,07.00.00,2
0,0.326530612,0.164300203,0.317647059,6/3/2004,09.00.00,2
0,0.237048666,0.110885734,0.273529412,6/3/2004,10.00.00,2
0,0.1711146,0,0,6/3/2004,11.00.00,1
0,0.174254317,0,0,6/3/2004,12.00.00,1
0,0.135007849,0,0,6/3/2004,14.00.00,1
0,0.152276295,0,0,6/3/2004,15.00.00,1
0,0.172684458,0,0,6/3/2004,16.00.00,1
0,0.260596546,0,0,6/3/2004,17.00.00,2
0,0.227629513,0,0,6/3/2004,20.00.00,2
0,0.12244898,0,0,6/3/2004,21.00.00,1
0,0.133437991,0,0,6/4/2004,00.00.00,1
0,0.089481947,0,0,6/4/2004,01.00.00,0
0,0.087912088,0,0,6/4/2004,03.00.00,0
0,0.266875981,0,0,6/4/2004,07.00.00,2
0,0.156985871,0,0,6/4/2004,08.00.00,1
0,0.094191523,0,0,6/4/2004,09.00.00,0
0,0.089481947,0,0,6/4/2004,10.00.00,0
0,0.108320251,0,0,6/4/2004,11.00.00,0
0,0.174254317,0,0,6/4/2004,13.00.00,1
0,0.127158556,0,0,6/4/2004,14.00.00,1
0,0.160125589,0,0,6/4/2004,15.00.00,1
0.226890756,0.208791209,0,0,6/4/2004,16.00.00,2
0.302521008,0.260596546,0,0,6/4/2004,17.00.00,2
0.277310924,0.265306122,0,0,6/4/2004,18.00.00,2
0.159663866,0.144427002,0,0,6/4/2004,21.00.00,1
0.168067227,0.156985871,0,0,6/4/2004,22.00.00,1
0.12605042,0.12244898,0,0,6/5/2004,01.00.00,1
0.109243697,0.108320251,0,0,6/5/2004,03.00.00,0
0.058823529,0.076923077,0.038539554,0.208823529,6/5/2004,05.00.00,0
0.100840336,0.124018838,0.08857336,0.267647059,6/5/2004,06.00.00,1
0.12605042,0.116169545,0.115618661,0.279411765,6/5/2004,07.00.00,1
0.134453782,0.119309262,0.089925625,0.238235294,6/5/2004,09.00.00,1
0.092436975,0.083202512,0.058823529,0.2,6/5/2004,10.00.00,0
0.092436975,0.083202512,0.041244084,0.167647059,6/5/2004,11.00.00,0
0.117647059,0.125588697,0.058147397,0.2,6/5/2004,12.00.00,1
0.117647059,0.131868132,0.056118999,0.211764706,6/5/2004,13.00.00,1
0.084033613,0.094191523,0.041244084,0.182352941,6/5/2004,14.00.00,0
0.109243697,0.114599686,0.054090602,0.220588235,6/5/2004,15.00.00,1
0.201680672,0.252747253,0.089925625,0.326470588,6/5/2004,19.00.00,2
0.151260504,0.128728414,0.079783638,0.3,6/5/2004,20.00.00,1
0.067226891,0.087912088,0.017579446,0.126470588,6/5/2004,22.00.00,0
0.142857143,0.125588697,0.037187289,0.197058824,6/5/2004,23.00.00,1
0.092436975,0.087912088,0.026369168,0.170588235,6/6/2004,00.00.00,0
0.092436975,0.10989011,0,0,6/6/2004,03.00.00,0
0.084033613,0.081632653,0.033130494,0.182352941,6/6/2004,04.00.00,0
0.042016807,0.037676609,0.014198783,0.1,6/6/2004,05.00.00,0
0.058823529,0.04866562,0.022312373,0.135294118,6/6/2004,06.00.00,0
0.084033613,0.081632653,0.042596349,0.182352941,6/6/2004,07.00.00,0
0.100840336,0.092621664,0.049357674,0.205882353,6/6/2004,08.00.00,0
0.058823529,0.043956044,0.034482759,0.158823529,6/6/2004,09.00.00,0
0.067226891,0.047095761,0.035158891,0.155882353,6/6/2004,11.00.00,0
0.067226891,0.053375196,0.033130494,0.144117647,6/6/2004,12.00.00,0
0.042016807,0.03610675,0.027045301,0.141176471,6/6/2004,13.00.00,0
0.058823529,0.056514914,0.034482759,0.176470588,6/6/2004,15.00.00,0
0.075630252,0.065934066,0.037863421,0.173529412,6/6/2004,16.00.00,0
0.084033613,0.076923077,0.048005409,0.197058824,6/6/2004,17.00.00,0
0.100840336,0.092621664,0.053414469,0.211764706,6/6/2004,18.00.00,0
0.134453782,0.119309262,0.08586883,0.276470588,6/6/2004,20.00.00,1
0.142857143,0.117739403,0.087897228,0.282352941,6/6/2004,22.00.00,1
0.117647059,0.10989011,0.068965517,0.279411765,6/7/2004,00.00.00,1
0.067226891,0.06122449,0.032454361,0.188235294,6/7/2004,01.00.00,0
0.033613445,0.040816327,0.014874915,0.111764706,6/7/2004,02.00.00,0
0,0.032967033,0.014874915,0.1,6/7/2004,04.00.00,0
0.12605042,0.150706436,0.112914131,0.223529412,6/7/2004,06.00.00,1
0.218487395,0.241758242,0.148749155,0.264705882,6/7/2004,07.00.00,2
0.361344538,0.392464678,0.192697769,0.347058824,6/7/2004,08.00.00,2
0.260504202,0.237048666,0.183908046,0.347058824,6/7/2004,09.00.00,2
0.159663866,0.185243328,0.102772143,0.388235294,6/7/2004,12.00.00,2
0.210084034,0.233908948,0.125084517,0.338235294,6/7/2004,13.00.00,2
0.210084034,0.251177394,0.124408384,0.373529412,6/7/2004,14.00.00,2
0.193277311,0.238618524,0.116294794,0.332352941,6/7/2004,16.00.00,2
0.277310924,0.296703297,0.153482082,0.364705882,6/7/2004,17.00.00,2
0.235294118,0.298273155,0.126436782,0.317647059,6/7/2004,18.00.00,2
0.403361345,0.453689168,0.196078431,0.417647059,6/7/2004,19.00.00,2
0.151260504,0.139717425,0.063556457,0.297058824,6/7/2004,22.00.00,1
0.142857143,0.133437991,0.06964165,0.297058824,6/7/2004,23.00.00,1
0.109243697,0.105180534,0.052738337,0.270588235,6/8/2004,00.00.00,1
0.033613445,0.026687598,0,0,6/8/2004,03.00.00,0
0.025210084,0.021978022,0.012846518,0.088235294,6/8/2004,04.00.00,0
0.042016807,0.043956044,0.023664638,0.117647059,6/8/2004,05.00.00,0
0.117647059,0.138147567,0.085192698,0.202941176,6/8/2004,06.00.00,1
0.277310924,0.30455259,0.208924949,0.294117647,6/8/2004,07.00.00,2
0.420168067,0.425431711,0.298174442,0.511764706,6/8/2004,09.00.00,2
0.243697479,0.265306122,0.148749155,0.438235294,6/8/2004,11.00.00,2
0.193277311,0.221350078,0.100743746,0.35,6/8/2004,13.00.00,2
0.201680672,0.259026688,0.108181204,0.382352941,6/8/2004,14.00.00,2
0.218487395,0.232339089,0.119675456,0.420588235,6/8/2004,15.00.00,2
0.327731092,0.370486656,0.136578769,0.473529412,6/8/2004,18.00.00,2
0.378151261,0.392464678,0.172413793,0.5,6/8/2004,19.00.00,2
0.142857143,0.1711146,0.064908722,0.261764706,6/8/2004,22.00.00,1
0.100840336,0.127158556,0.039891819,0.197058824,6/8/2004,23.00.00,1
0.134453782,0.160125589,0.054766734,0.238235294,6/9/2004,00.00.00,1
0.084033613,0.117739403,0.027045301,0.158823529,6/9/2004,01.00.00,0
0.075630252,0.091051805,0.028397566,0.167647059,6/9/2004,02.00.00,0
0.042016807,0.059654631,0,0,6/9/2004,03.00.00,0
0.042016807,0.062794349,0.036511156,0.170588235,6/9/2004,05.00.00,0
0.084033613,0.127158556,0.059499662,0.202941176,6/9/2004,06.00.00,1
0.294117647,0.350078493,0.176470588,0.314705882,6/9/2004,07.00.00,2
0.537815126,0.579277865,0.24137931,0.444117647,6/9/2004,08.00.00,2
0.243697479,0.274725275,0.179175118,0.429411765,6/9/2004,09.00.00,2
0.285714286,0.302982732,0.167004733,0.485294118,6/9/2004,10.00.00,2
0.235294118,0.276295133,0.127789047,0.467647059,6/9/2004,11.00.00,2
0.235294118,0.291993721,0.113590264,0.511764706,6/9/2004,12.00.00,2
0.193277311,0.21978022,0.106152806,0.402941176,6/9/2004,14.00.00,2
0.151260504,0.1711146,0.076402975,0.341176471,6/9/2004,15.00.00,2
0.168067227,0.174254317,0.094658553,0.367647059,6/9/2004,16.00.00,2
0.294117647,0.339089482,0.15551048,0.570588235,6/9/2004,17.00.00,2
0.411764706,0.433281005,0.187288709,0.652941176,6/9/2004,18.00.00,2
0.285714286,0.291993721,0.143340095,0.476470588,6/9/2004,20.00.00,2
0.226890756,0.238618524,0.102096011,0.388235294,6/9/2004,21.00.00,2
0.12605042,0.136577708,0.056118999,0.247058824,6/9/2004,23.00.00,1
0.058823529,0.081632653,0.018255578,0.123529412,6/10/2004,01.00.00,0
0,0.051805338,0.022312373,0.147058824,6/10/2004,04.00.00,0
0.100840336,0.136577708,0.068289385,0.229411765,6/10/2004,06.00.00,1
0.243697479,0.312401884,0.14469236,0.305882353,6/10/2004,07.00.00,2
0.403361345,0.477237049,0.196078431,0.408823529,6/10/2004,08.00.00,2
0.361344538,0.386185243,0.210277214,0.488235294,6/10/2004,09.00.00,2
0.260504202,0.265306122,0.15821501,0.444117647,6/10/2004,10.00.00,2
0.235294118,0.240188383,0.111561866,0.435294118,6/10/2004,12.00.00,2
0.210084034,0.221350078,0.092630156,0.370588235,6/10/2004,13.00.00,2
0.193277311,0.216640502,0.094658553,0.391176471,6/10/2004,15.00.00,2
0.201680672,0.213500785,0.093982421,0.408823529,6/10/2004,16.00.00,2
0.294117647,0.332810047,0.149425287,0.523529412,6/10/2004,17.00.00,2
0.403361345,0.406593407,0.215010142,0.605882353,6/10/2004,18.00.00,2
0.428571429,0.398744113,0.245436105,0.620588235,6/10/2004,19.00.00,2
0.394957983,0.370486656,0.23056119,0.529411765,6/10/2004,20.00.00,2
0.210084034,0.222919937,0.106152806,0.347058824,6/10/2004,22.00.00,2
0.226890756,0.222919937,0.136578769,0.338235294,6/10/2004,23.00.00,2
0.092436975,0.117739403,0.047329277,0.252941176,6/11/2004,01.00.00,1
0.050420168,0.054945055,0.027721433,0.191176471,6/11/2004,02.00.00,0
0.042016807,0.039246468,0,0,6/11/2004,03.00.00,0
0.033613445,0.040816327,0.024340771,0.155882353,6/11/2004,04.00.00,0
0.050420168,0.062794349,0.045977011,0.217647059,6/11/2004,05.00.00,0
0.084033613,0.10989011,0.062204192,0.202941176,6/11/2004,06.00.00,0
0.386554622,0.389324961,0.224475997,0.385294118,6/11/2004,07.00.00,2
0.336134454,0.337519623,0.201487492,0.435294118,6/11/2004,09.00.00,2
0,0.202511774,0,0,6/11/2004,10.00.00,2
0.168067227,0.205651491,0.081135903,0.326470588,6/11/2004,12.00.00,2
0.168067227,0.208791209,0.073022312,0.323529412,6/11/2004,13.00.00,2
0.159663866,0.204081633,0.083840433,0.341176471,6/11/2004,15.00.00,2
0.159663866,0.193092622,0.08586883,0.352941176,6/11/2004,16.00.00,2
0.268907563,0.299843014,0.15551048,0.429411765,6/11/2004,18.00.00,2
0.285714286,0.309262166,0.179175118,0.45,6/11/2004,19.00.00,2
0.285714286,0.291993721,0.176470588,0.464705882,6/11/2004,20.00.00,2
0.243697479,0.252747253,0.148073022,0.411764706,6/11/2004,21.00.00,2
0.226890756,0.235478807,0.121703854,0.373529412,6/11/2004,22.00.00,2
0.109243697,0.114599686,0.073022312,0.285294118,6/11/2004,23.00.00,1
0.109243697,0.139717425,0.066260987,0.267647059,6/12/2004,00.00.00,1
0.075630252,0.103610675,0.038539554,0.2,6/12/2004,01.00.00,0
0.050420168,0.067503925,0.024340771,0.152941176,6/12/2004,02.00.00,0
0.042016807,0.050235479,0,0,6/12/2004,03.00.00,0
0.058823529,0.087912088,0.041920216,0.179411765,6/12/2004,06.00.00,0
0.109243697,0.139717425,0.084516565,0.238235294,6/12/2004,08.00.00,1
0.151260504,0.175824176,0.08045977,0.282352941,6/12/2004,11.00.00,1
0.151260504,0.156985871,0.074374577,0.297058824,6/12/2004,12.00.00,1
0.134453782,0.150706436,0.06423259,0.267647059,6/12/2004,13.00.00,1
0.100840336,0.113029827,0.039215686,0.2,6/12/2004,14.00.00,0
0.100840336,0.135007849,0.046653144,0.223529412,6/12/2004,15.00.00,1
0.117647059,0.141287284,0.051386072,0.247058824,6/12/2004,16.00.00,1
0.109243697,0.124018838,0.042596349,0.223529412,6/12/2004,17.00.00,1
0.092436975,0.09733124,0.034482759,0.179411765,6/12/2004,18.00.00,0
0.092436975,0.098901099,0.035158891,0.173529412,6/12/2004,20.00.00,0
0.151260504,0.175824176,0.056795132,0.261764706,6/12/2004,21.00.00,1
0.218487395,0.20722135,0.099391481,0.329411765,6/12/2004,23.00.00,2
0.084033613,0.091051805,0.031778229,0.155882353,6/13/2004,01.00.00,0
0.050420168,0.053375196,0.016227181,0.105882353,6/13/2004,02.00.00,0
0.042016807,0.04866562,0.016903313,0.114705882,6/13/2004,04.00.00,0
0.033613445,0.034536892,0.014198783,0.097058824,6/13/2004,05.00.00,0
0.033613445,0.020408163,0.016903313,0.105882353,6/13/2004,07.00.00,0
0.058823529,0.039246468,0.041920216,0.217647059,6/13/2004,11.00.00,0
0.042016807,0.028257457,0.023664638,0.117647059,6/13/2004,14.00.00,0
0.050420168,0.037676609,0.030425963,0.144117647,6/13/2004,15.00.00,0
0.067226891,0.040816327,0.035835024,0.164705882,6/13/2004,16.00.00,0
0.067226891,0.047095761,0.038539554,0.173529412,6/13/2004,17.00.00,0
0.084033613,0.045525903,0.048005409,0.2,6/13/2004,18.00.00,0
0.084033613,0.056514914,0.050709939,0.229411765,6/13/2004,20.00.00,1
0.075630252,0.056514914,0.043948614,0.208823529,6/13/2004,21.00.00,0
0.067226891,0.040816327,0.031102096,0.167647059,6/13/2004,23.00.00,0
0.058823529,0.031397174,0.022312373,0.132352941,6/14/2004,00.00.00,0
0.042016807,0.018838305,0.012846518,0.088235294,6/14/2004,01.00.00,0
0.025210084,0.010989011,0.006085193,0.047058824,6/14/2004,02.00.00,0
0.025210084,0.007849294,0,0,6/14/2004,03.00.00,0
0.025210084,0.01255887,0.014198783,0.082352941,6/14/2004,05.00.00,0
0.058823529,0.054945055,0.044624746,0.182352941,6/14/2004,06.00.00,0
0.12605042,0.10989011,0.092630156,0.270588235,6/14/2004,07.00.00,1
0.117647059,0.098901099,0.07775524,0.255882353,6/14/2004,09.00.00,1
0.100840336,0.086342229,0.06423259,0.214705882,6/14/2004,11.00.00,0
0.109243697,0.086342229,0.057471264,0.2,6/14/2004,13.00.00,0
0.084033613,0.059654631,0.044624746,0.182352941,6/14/2004,14.00.00,0
0.117647059,0.08477237,0.050033807,0.205882353,6/14/2004,15.00.00,0
0.134453782,0.105180534,0.073022312,0.244117647,6/14/2004,16.00.00,1
0.12605042,0.105180534,0.062880325,0.241176471,6/14/2004,19.00.00,1
0.117647059,0.089481947,0.051386072,0.217647059,6/14/2004,20.00.00,0
0.084033613,0.064364207,0.038539554,0.197058824,6/14/2004,21.00.00,0
0.092436975,0.073783359,0.043272481,0.217647059,6/14/2004,22.00.00,0
0.100840336,0.081632653,0.039891819,0.211764706,6/14/2004,23.00.00,0
0.058823529,0.043956044,0.020960108,0.126470588,6/15/2004,01.00.00,0
0.042016807,0.021978022,0.014198783,0.097058824,6/15/2004,02.00.00,0
0.033613445,0.015698587,0,0,6/15/2004,03.00.00,0
0.033613445,0.031397174,0.016227181,0.111764706,6/15/2004,04.00.00,0
0.336134454,0.389324961,0.175794456,0.35,6/15/2004,08.00.00,2
0.201680672,0.1711146,0.122379986,0.282352941,6/15/2004,09.00.00,2
0.176470588,0.186813187,0.119675456,0.320588235,6/15/2004,10.00.00,2
0.226890756,0.251177394,0.121703854,0.338235294,6/15/2004,11.00.00,2
0.235294118,0.246467818,0.117647059,0.347058824,6/15/2004,12.00.00,2
0.218487395,0.248037677,0.127789047,0.411764706,6/15/2004,15.00.00,2
0.226890756,0.260596546,0.114266396,0.402941176,6/15/2004,16.00.00,2
0.260504202,0.288854003,0.116294794,0.420588235,6/15/2004,17.00.00,2
0.243697479,0.240188383,0.108181204,0.373529412,6/15/2004,20.00.00,2
0.168067227,0.15855573,0.065584855,0.297058824,6/15/2004,22.00.00,1
0.159663866,0.147566719,0.073022312,0.305882353,6/16/2004,00.00.00,1
0.117647059,0.108320251,0.041244084,0.238235294,6/16/2004,01.00.00,1
0.067226891,0.062794349,0.022988506,0.15,6/16/2004,02.00.00,0
0.050420168,0.047095761,0,0,6/16/2004,03.00.00,0
0.050420168,0.040816327,0.016227181,0.117647059,6/16/2004,04.00.00,0
0.042016807,0.037676609,0.018255578,0.1,6/16/2004,05.00.00,0
0.084033613,0.106750392,0.047329277,0.179411765,6/16/2004,06.00.00,0
0.226890756,0.296703297,0.118999324,0.279411765,6/16/2004,07.00.00,2
0.420168067,0.474097331,0.209601082,0.417647059,6/16/2004,08.00.00,2
0.277310924,0.233908948,0.149425287,0.376470588,6/16/2004,09.00.00,2
0.142857143,0.130298273,0.073698445,0.247058824,6/16/2004,11.00.00,1
0.142857143,0.141287284,0.068965517,0.25,6/16/2004,12.00.00,1
0.18487395,0.188383046,0.075726842,0.314705882,6/16/2004,15.00.00,2
0.193277311,0.191522763,0.082488168,0.332352941,6/16/2004,16.00.00,2
0.218487395,0.205651491,0.077079108,0.314705882,6/16/2004,17.00.00,2
0.277310924,0.287284144,0.106828938,0.367647059,6/16/2004,19.00.00,2
0.210084034,0.202511774,0.112237999,0.344117647,6/16/2004,21.00.00,2
0.210084034,0.215070644,0.096686951,0.314705882,6/16/2004,22.00.00,2
0.210084034,0.211930926,0.076402975,0.285294118,6/17/2004,00.00.00,2
0,0.051805338,0.021636241,0.15,6/17/2004,04.00.00,0
0.042016807,0.053375196,0.023664638,0.129411765,6/17/2004,05.00.00,0
0.302521008,0.367346939,0.171737661,0.294117647,6/17/2004,07.00.00,2
0.31092437,0.346938776,0.189993239,0.452941176,6/17/2004,09.00.00,2
0.142857143,0.139717425,0.102772143,0.344117647,6/17/2004,11.00.00,2
0.159663866,0.153846154,0.08586883,0.308823529,6/17/2004,12.00.00,1
0.151260504,0.147566719,0.079783638,0.302941176,6/17/2004,13.00.00,1
0.151260504,0.149136578,0.084516565,0.314705882,6/17/2004,15.00.00,1
0.235294118,0.241758242,0.112237999,0.364705882,6/17/2004,17.00.00,2
0.243697479,0.224489796,0.108181204,0.364705882,6/17/2004,20.00.00,2
0.142857143,0.128728414,0.06964165,0.285294118,6/17/2004,21.00.00,1
0.151260504,0.166405024,0.081135903,0.308823529,6/18/2004,00.00.00,1
0.033613445,0.039246468,0,0,6/18/2004,03.00.00,0
0.033613445,0.040816327,0.018255578,0.105882353,6/18/2004,05.00.00,0
0.067226891,0.102040816,0.043948614,0.173529412,6/18/2004,06.00.00,0
0.18487395,0.227629513,0.114266396,0.270588235,6/18/2004,07.00.00,2
0.369747899,0.452119309,0.164976335,0.355882353,6/18/2004,08.00.00,2
0.31092437,0.334379906,0.185260311,0.444117647,6/18/2004,09.00.00,2
0.210084034,0.233908948,0.136578769,0.417647059,6/18/2004,10.00.00,2
0.193277311,0.224489796,0.103448276,0.379411765,6/18/2004,12.00.00,2
0.168067227,0.197802198,0.075726842,0.311764706,6/18/2004,13.00.00,2
0.201680672,0.232339089,0.089925625,0.432352941,6/18/2004,16.00.00,2
0.243697479,0.262166405,0.112914131,0.482352941,6/18/2004,18.00.00,2
0.294117647,0.326530612,0.14739689,0.529411765,6/18/2004,19.00.00,2
0.12605042,0.119309262,0.052738337,0.308823529,6/18/2004,21.00.00,1
0.142857143,0.160125589,0.056795132,0.288235294,6/18/2004,22.00.00,1
0.084033613,0.102040816,0.039215686,0.235294118,6/19/2004,01.00.00,1
0.050420168,0.053375196,0,0,6/19/2004,03.00.00,0
0.042016807,0.047095761,0.027721433,0.164705882,6/19/2004,05.00.00,0
0.075630252,0.087912088,0.048681542,0.211764706,6/19/2004,07.00.00,0
0.134453782,0.135007849,0.073698445,0.288235294,6/19/2004,10.00.00,1
0.142857143,0.150706436,0.06964165,0.3,6/19/2004,11.00.00,1
0.142857143,0.153846154,0.050709939,0.247058824,6/19/2004,12.00.00,1
0.12605042,0.161695447,0.048681542,0.244117647,6/19/2004,13.00.00,1
0.100840336,0,0.037863421,0.2,6/19/2004,14.00.00,0
0.100840336,0,0.034482759,0.185294118,6/19/2004,15.00.00,0
0.092436975,0,0.035158891,0.191176471,6/19/2004,16.00.00,0
0.084033613,0,0.031102096,0.185294118,6/19/2004,17.00.00,0
0.092436975,0,0.029749831,0.164705882,6/19/2004,18.00.00,0
0.142857143,0,0.059499662,0.267647059,6/19/2004,20.00.00,1
0.117647059,0,0.037863421,0.205882353,6/19/2004,21.00.00,0
0.142857143,0,0.055442867,0.279411765,6/19/2004,22.00.00,1
0.201680672,0,0.084516565,0.332352941,6/19/2004,23.00.00,2
0.193277311,0,0.097363083,0.320588235,6/20/2004,00.00.00,2
0.084033613,0,0.032454361,0.176470588,6/20/2004,02.00.00,0
0.117647059,0,0,0,6/20/2004,03.00.00,0
0,0,0.027721433,0.182352941,6/20/2004,04.00.00,0
0.084033613,0,0.027045301,0.176470588,6/20/2004,05.00.00,0
0.067226891,0,0.029749831,0.161764706,6/20/2004,07.00.00,0
0.100840336,0,0.039891819,0.197058824,6/20/2004,09.00.00,0
0.100840336,0,0.035835024,0.188235294,6/20/2004,10.00.00,0
0.084033613,0,0.028397566,0.173529412,6/20/2004,11.00.00,0
0.084033613,0,0.029073698,0.173529412,6/20/2004,12.00.00,0
0.050420168,0,0.015551048,0.105882353,6/20/2004,13.00.00,0
0.058823529,0,0.014874915,0.102941176,6/20/2004,14.00.00,0
0.092436975,0,0.035835024,0.208823529,6/20/2004,16.00.00,0
0.117647059,0,0.045977011,0.252941176,6/20/2004,17.00.00,1
